Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-12-14 00:00:00-05:00,293.96341701373933,296.8440813467658,293.8955450917941,294.8945617675781,28804800,0.0,0.0,0.0
2020-12-15 00:00:00-05:00,297.1545655535511,298.0469055175781,294.9625355546793,298.0469055175781,25709000,0.0,0.0,0.0
2020-12-16 00:00:00-05:00,298.4445381482468,300.4716683628976,297.39700747296763,299.68603515625,25461900,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,301.28633687434376,301.87797402861224,300.08364521673735,301.64520263671875,23730500,0.0,0.0,0.0
2020-12-18 00:00:00-05:00,302.2853684115228,302.5957500157043,298.35717338267216,300.7334899902344,41173400,0.0,0.0,0.0
2020-12-21 00:00:00-05:00,297.7804574467574,300.70521796988885,295.0014723588976,300.1708068847656,37095500,0.561,0.0,0.0
2020-12-22 00:00:00-05:00,301.07453855636356,301.910167692354,298.15950354627114,300.9870910644531,26176300,0.0,0.0,0.0
2020-12-23 00:00:00-05:00,301.035701564862,301.3952178508303,299.31584136444343,299.4713134765625,21201300,0.0,0.0,0.0
2020-12-24 00:00:00-05:00,299.73362925753145,301.2397188761424,299.65590803503926,300.7927551269531,16785000,0.0,0.0,0.0
2020-12-28 00:00:00-05:00,303.40655677520897,304.30051388104033,301.5700705086369,303.8243713378906,22497700,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,305.1556225939495,305.77751107063983,303.1928426892856,304.09649658203125,25871900,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,305.2624396152561,305.5830803872062,303.4842518291872,304.10614013671875,18138100,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,304.0090755240817,305.34027044704857,302.93052652341004,304.85443115234375,21611400,0.0,0.0,0.0
2021-01-04 00:00:00-05:00,306.1855889974579,306.36051365885965,296.53682888983263,300.54986572265625,45305900,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,299.55874897864385,303.29971683346565,299.55874897864385,303.0276184082031,29323400,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,298.3052719278478,303.0470673140908,297.31417062463345,298.8299865722656,52809600,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,301.4923649143423,306.8948943053868,301.4632157492323,306.05926513671875,30394800,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,308.3523985986819,310.3443569730536,306.1563960773202,309.9945373535156,33955800,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,307.0309526561608,308.2066752216447,304.8640991408742,305.51513671875,32746400,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,305.5539818615038,306.64225692676274,302.3863304365406,305.029296875,29266800,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,305.29159218508386,307.88595651053873,304.6891564137278,307.0892028808594,22898400,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,307.5362156805886,308.53704325322866,304.9709704536635,305.4471130371094,23500100,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,305.23334740392323,306.1952995525192,301.7838712143511,303.0276184082031,35118700,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,305.34993211886086,307.9540230707426,304.2519308006086,307.4487609863281,24537000,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,311.07317369987015,315.5428711415688,307.54597594959034,314.600341796875,30728100,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,315.9412208169438,317.8651546935984,314.56145411666586,317.116943359375,25130600,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,316.0772598332255,317.21410690070263,315.5136697825064,316.2035827636719,21609400,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,319.5947739096776,320.9648441312771,312.30718527559947,318.8174133300781,39080600,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,319.53648990049805,320.4207209194736,317.95264915515037,319.2838439941406,25498100,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,317.01982015643296,317.02951677669415,308.371858240534,310.38323974609375,55264000,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,311.58814150087363,317.1752925864359,310.9662530595183,312.2197265625,42836300,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,310.52899943686447,311.63672715135516,303.9021746576793,305.65118408203125,55259000,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,309.10055266151505,314.3767880748024,307.0697486853727,313.28851318359375,35646000,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,316.2619223042127,319.55589693127945,316.09672391519376,318.39959716796875,33930800,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,320.4790514541389,320.8482940764398,317.07817626409366,317.136474609375,24824500,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,318.5355791069991,320.9744714121061,317.21408123379894,320.88702392578125,22350900,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,321.83932223998204,322.9858956402053,320.19718336454713,321.975341796875,22732000,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,323.66602919218826,324.2878878490053,322.02389058662766,324.1324157714844,20462800,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,323.19970603987224,325.32768438056013,323.1899797655802,324.06451416015625,17597500,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,325.5025696273722,325.95925970626035,320.1680641776185,323.3260192871094,28068700,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,324.86123688631767,325.512274482723,322.7138358560793,325.1041564941406,22046100,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,324.25881495037953,327.08640286545057,323.20941524688783,326.9212341308594,20346800,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,327.7179106534309,328.6118676852793,324.87090051551445,326.03692626953125,27080800,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,323.05392251999575,326.1535790236228,320.81907403580595,324.4725646972656,31360300,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,320.8774047069809,324.4142990600901,319.0603409863732,323.053955078125,32236200,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,324.4044599079429,324.53078281468413,320.6246472427831,321.6448974609375,39157700,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,317.2529953015953,318.51616535113544,313.10393923883174,313.3079833984375,47256900,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,308.02199300814476,314.04640978002044,302.1919237398518,312.3751220703125,97241900,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,309.7128033158876,315.2611090394534,307.0115382047302,314.9501647949219,58206300,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,312.2876544909784,314.852869384233,302.4250975575869,303.9700622558594,110182600,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,306.90457293448276,310.07222378002115,302.0753309758049,305.2430114746094,104739800,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,310.22778727579845,314.76553896586495,308.9354679046758,314.4254455566406,49164500,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,315.0667717721215,315.14449300915726,309.1298300287391,309.3824462890625,48370000,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,308.28438046331416,309.22690965210626,300.34578492301915,300.4040832519531,86301100,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,300.03484386415596,303.20252481788265,291.6103794060493,295.4873962402344,139131600,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,298.11086229510533,300.841275686793,289.0256947746851,299.9376220703125,121523700,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,299.39351177296095,301.27857003917256,291.02737587925617,291.4451904296875,88409800,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,298.76185960558865,304.84457385836805,298.22744852439257,302.9400634765625,80391100,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,307.2058080236493,307.5070259176589,301.38546462571725,302.0753479003906,76798100,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,306.826863926309,310.80102484560626,305.9329364442492,309.0325927734375,53484800,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,304.9709738845408,309.217233477786,302.5709566604446,306.5256652832031,69315600,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,306.8462902972942,309.96536925237336,305.2041516427867,309.8001708984375,42955700,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,311.99614519791066,315.01807977619984,310.06251509673143,311.5005798339844,54925900,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,308.4593131670796,314.67804885985254,306.7394234587572,312.78326416015625,78258700,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,307.8957079388046,308.87711254196756,302.7458246468267,303.2025146484375,82718100,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,303.0372814706625,305.8162965972112,300.8898809091926,304.2713317871094,78446200,0.0,0.0,0.0
2021-03-22 00:00:00-04:00,306.6696045086351,312.0497719670067,306.6696045086351,309.97747802734375,56194800,0.395,0.0,0.0
2021-03-23 00:00:00-04:00,311.0671246783849,312.3902620704934,307.80788491211786,308.6251220703125,53455400,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,309.99695721014285,310.0358817527099,303.2741750592507,303.42010498046875,64803700,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,301.5715161046604,304.4124132010889,299.0614330028643,302.8946533203125,78729000,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,302.68067876884976,307.75924772211306,301.279721873108,307.4382019042969,63519600,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,306.90305771235484,308.4013108336495,304.00378857832715,307.3505859375,54608000,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,305.3853686339055,306.3777217079324,303.09903441898047,305.8037109375,44635700,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,307.59389757634335,312.04979302261273,307.2533746123098,310.4834289550781,55032500,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,314.3166120925309,315.91216180067795,314.06364714131456,315.7759704589844,55685600,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,318.26667033186783,322.8490482101559,318.0234438885721,322.0804443359375,42172500,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,321.76910098866153,323.8121791307693,321.07831658980257,321.8566589355469,33537200,0.0,0.0,0.0
2021-04-07 00:00:00-04:00,321.3798921992555,323.4716629815184,320.4459111412636,322.63494873046875,32046400,0.0,0.0,0.0
2021-04-08 00:00:00-04:00,325.4953204404942,326.18607515673966,324.69753066076004,326.001220703125,29940800,0.0,0.0,0.0
2021-04-09 00:00:00-04:00,324.63913716893916,328.1805278447033,323.8997490942338,327.9761962890625,36664900,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,326.935160510151,327.9664379269675,325.6606567272792,327.548095703125,25833000,0.0,0.0,0.0
2021-04-13 00:00:00-04:00,329.0755704821261,331.838618737925,328.86153006910615,331.37164306640625,30374000,0.0,0.0,0.0
2021-04-14 00:00:00-04:00,331.6149553113072,331.7414378186627,326.5753102799663,327.3925476074219,42564300,0.0,0.0,0.0
2021-04-15 00:00:00-04:00,330.2723062783769,332.74349512299216,327.1103626852908,332.35430908203125,36342800,0.0,0.0,0.0
2021-04-16 00:00:00-04:00,332.8796605894419,332.95750966786864,330.8657387779686,332.74346923828125,40860100,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,331.1673697433248,332.3251001558623,327.77190882192366,329.6982727050781,34533100,0.0,0.0,0.0
2021-04-20 00:00:00-04:00,329.0366752974596,330.32088808353404,325.3201688982717,327.295166015625,38081800,0.0,0.0,0.0
2021-04-21 00:00:00-04:00,326.01098248163305,330.28205295310937,324.92133279790824,330.0971984863281,36598100,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,329.7079742744306,330.69058868482625,324.96019046607444,326.1179504394531,45936100,0.0,0.0,0.0
2021-04-23 00:00:00-04:00,326.75032248764916,331.5370009849298,326.75032248764916,330.2236022949219,36381900,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,330.46692277930657,332.65596080697935,329.7177663188812,332.3738098144531,30812000,0.0,0.0,0.0
2021-04-27 00:00:00-04:00,332.66560869186924,332.879649114078,329.98040939319577,330.933837890625,33187200,0.0,0.0,0.0
