Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-12-14 00:00:00-05:00,181.12191154568617,182.21640680319769,179.15934697763683,179.20651245117188,32237700,0.592,0.0,0.0
2020-12-15 00:00:00-05:00,180.9332044768886,183.8959191613861,179.9613595400719,183.68833923339844,26807000,0.0,0.0,0.0
2020-12-16 00:00:00-05:00,184.112926703842,184.18841161589327,182.06544705525368,183.02784729003906,25494600,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,183.73552327619683,185.29237277142747,183.10335326199163,185.2074432373047,23834200,0.0,0.0,0.0
2020-12-18 00:00:00-05:00,185.50938063894782,186.66050047074074,183.80157572052875,184.3110809326172,37033400,0.0,0.0,0.0
2020-12-21 00:00:00-05:00,181.0652416309624,184.7261798486818,180.66895673068427,184.2166748046875,30873000,0.0,0.0,0.0
2020-12-22 00:00:00-05:00,184.9243359341443,186.55665545104551,184.358206401315,186.31134033203125,21919700,0.0,0.0,0.0
2020-12-23 00:00:00-05:00,187.35867426380116,188.3776844110487,186.72649003189807,187.896484375,18392000,0.0,0.0,0.0
2020-12-24 00:00:00-05:00,188.64190437134317,188.6513489835524,186.877489561188,187.7738494873047,8904900,0.0,0.0,0.0
2020-12-28 00:00:00-05:00,189.80243626668963,189.82129669333716,186.9435123269106,187.0756072998047,27168400,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,187.42471611116477,187.7643909621631,182.51831279462306,183.45240783691406,33901300,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,184.0373880811714,186.3301822268269,184.01851325934842,185.3206024169922,20595700,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,185.51879748374475,185.7263773989282,183.6317178164589,184.99041748046875,24747700,0.0,0.0,0.0
2021-01-04 00:00:00-05:00,186.386861203769,186.71710592004752,180.15950664604992,182.57496643066406,33664200,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,182.18807459193332,186.46230821955058,182.16921416424188,185.3961181640625,27442900,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,188.21731415208012,195.1051575305235,187.91538890446074,192.98219299316406,52952200,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,194.09555690793385,196.74690114615473,194.08611229673318,196.41665649414062,24031400,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,197.5017346916039,197.92632467237004,193.10483628375,195.9920654296875,29017000,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,193.51055050032693,196.36947459348968,193.26523536529717,195.8222198486328,20945100,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,196.7468943779177,199.45484860109437,196.71858933983572,199.33218383789062,24892200,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,199.49257987562711,199.77564464807642,197.37906028885345,197.90744018554688,22782200,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,199.31331624463428,202.86102006365985,199.20952630964106,201.86087036132812,33913700,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,198.90760800499174,201.87976679027474,196.50157881612654,198.8509979248047,41043500,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,201.29476962047227,201.54952938776637,199.766239811256,201.3985595703125,19744300,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,202.2571716452154,203.78570135947393,201.0400117611342,202.2854766845703,25474200,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,202.83274161753363,203.0120164739583,199.9832475355616,200.53050231933594,21180500,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,198.60566434851134,203.17239275862744,197.71873478182093,202.86102294921875,24800200,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,202.79499782522336,205.6067567331724,199.6530230302057,202.66290283203125,33985000,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,204.0876535903978,204.45563352203004,200.75695937921336,201.2570343017578,23969800,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,197.67158475193773,200.9645437811822,195.5863554944554,197.5677947998047,45830300,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,198.93593830041178,200.37955311754604,195.90718344770877,196.93563842773438,32202500,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,197.88859979697025,199.0774691686836,193.27469071415752,193.95404052734375,40591900,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,196.41664826717968,199.62469173276378,194.14271424312795,198.71888732910156,26375100,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,201.1154801761246,201.96467453975959,198.9830856490178,201.5495147705078,22773100,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,201.63446207083936,202.61575157247276,199.64359242126972,202.15341186523438,23923200,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,202.94591787624992,206.47476096795762,202.93648766378968,206.276611328125,25400800,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,208.46566919837224,209.31484919217993,206.4181897222715,209.1355743408203,23338800,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,211.15476433360539,214.49490326951485,210.78678438954162,214.4760284423828,20831500,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,214.3062014592662,216.65560636979262,213.5324919050716,215.48562622070312,19510900,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,216.93863620483674,217.3160607059917,212.2492429578715,214.07028198242188,27955400,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,215.25918155649887,216.07062640622988,210.80567229712992,213.8249969482422,25847600,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,213.1739386136976,214.8817577334746,211.95677861500374,214.42884826660156,17440200,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,216.51407406059036,216.6650438804519,212.0983004119245,213.07958984375,22999500,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,210.98495582649176,212.05116051158257,208.48458087159653,211.4095458984375,25042300,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,209.78661625002601,210.3149961855331,207.00317697723258,208.1354217529297,24501500,0.0,0.0,0.0
