Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-12-14 00:00:00-05:00,343.66856790244054,344.7499651831089,339.7810286069299,339.9581604003906,69216200,0.0,0.0,0.0
2020-12-15 00:00:00-05:00,342.51260685790055,344.55426025390625,341.1328791037592,344.55426025390625,63865300,0.0,0.0,0.0
2020-12-16 00:00:00-05:00,344.76870424272397,346.0179303309694,343.88304508111514,345.0950012207031,58420500,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,346.7450524040855,347.2298177334712,345.9153267120729,347.02471923828125,64119500,0.0,0.0,0.0
2020-12-18 00:00:00-05:00,347.315028465513,347.4835438740551,343.61688953888864,345.63916015625,136542300,1.58,0.0,0.0
2020-12-21 00:00:00-05:00,341.69764687164815,354.3274463181512,338.9451140260296,344.4033508300781,96386700,0.0,0.0,0.0
2020-12-22 00:00:00-05:00,344.7309637244021,344.84330731460943,342.6899789779958,343.82281494140625,47949000,0.0,0.0,0.0
2020-12-23 00:00:00-05:00,344.79655465248607,346.0511058691774,343.8041480397061,344.1318359375,46201400,0.0,0.0,0.0
2020-12-24 00:00:00-05:00,344.6092021756435,345.498636430874,344.01939840658713,345.4705505371094,26457900,0.0,0.0,0.0
2020-12-28 00:00:00-05:00,348.0358739320498,348.8316791315338,347.4086126909099,348.4384765625,39000400,0.0,0.0,0.0
2020-12-29 00:00:00-05:00,349.9738078601955,350.151694696706,347.1838188305763,347.7736511230469,53680500,0.0,0.0,0.0
2020-12-30 00:00:00-05:00,348.59761582943503,349.309163326104,347.87672541470425,348.2699279785156,49455300,0.0,0.0,0.0
2020-12-31 00:00:00-05:00,348.0733301574872,350.7696906226059,347.55841250921895,350.0394287109375,78520700,0.0,0.0,0.0
2021-01-04 00:00:00-05:00,351.3782264882775,351.50931305450376,341.5571340888975,345.27398681640625,110210800,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,344.62801860513036,348.74744580773046,344.5811897244677,347.65203857421875,66426200,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,346.1352704406905,352.9417139632321,345.58289548005973,349.73040771484375,107997700,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,352.1179009288276,355.6755816081708,351.9400140376987,354.9266052246094,68766800,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,356.32156271560956,357.1641682352384,353.0541127402017,356.9488525390625,71677200,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,353.7562604316976,356.3121626841168,353.634545358418,354.5426940917969,51034700,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,354.7299563854463,355.6380765572961,352.3612553180215,354.6175842285156,52547700,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,354.54273738594145,356.5743507797134,353.7563036298087,355.5726013183594,45303600,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,356.3215771507239,356.8271519116291,353.99036178526615,354.327392578125,49989100,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,352.6983573655993,353.50350553896874,349.8709386967397,351.743408203125,107160000,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,354.2149880713764,355.04825056313285,352.7263785156569,354.5052185058594,51233300,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,356.80840335832795,360.25376887068234,356.4152007728003,359.4111633300781,61836100,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,359.972858716062,360.4035472353348,358.81193686949877,359.7388000488281,47840100,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,357.8757436906056,359.6358696437213,357.49188400324584,358.465576171875,52860500,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,359.2052127899676,360.23504819691135,354.32740898505574,359.8793029785156,70402000,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,360.83420044671493,361.2461459790852,359.0834462199482,359.3175048828125,42665300,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,355.97510398003493,356.06873314994533,348.288626276301,350.53558349609375,123351100,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,352.361256685765,357.57609050684005,351.9212538321037,353.55029296875,94198100,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,351.6777822754757,352.6514741900494,344.7870812539234,346.4723205566406,126765100,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,349.88960493835793,353.2787697068861,346.7625847217708,352.23956298828125,75817600,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,355.441405608736,358.7837694748073,352.3237574408632,357.2202453613281,64450700,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,358.05359573948704,359.2332605872249,356.2185837542622,357.501220703125,52427100,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,358.54037472968184,361.6112229062072,357.61351166948884,361.5644226074219,47142600,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,363.44635381760435,363.69912692297333,361.51771245232595,362.9875793457031,48669800,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,364.44802795313245,365.6557785722611,363.58670813187786,365.6089782714844,38365200,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,364.7664575840058,365.9648656581817,364.35454052303425,365.36566162109375,35551100,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,367.11634769534874,367.26614867663744,362.7909479327446,365.2064208984375,59154400,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,366.29237623729716,366.71369319048114,363.3526147677427,365.7961730957031,42913300,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,364.9910773061147,367.8465815074679,364.91616253538814,367.6031799316406,50593300,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,368.83900406119835,369.03563391424353,366.56396066123074,367.28485107421875,50972400,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,365.52481788711947,367.62197478053884,364.5042967710547,367.36920166015625,52290600,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,364.7476228736973,366.5545487374823,363.0155832040393,365.8055725097656,59712800,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,367.06956433626385,367.35979482228066,364.710234486557,365.1596374511719,83241000,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,362.3789770095808,364.7757353991889,362.0793750679764,362.35089111328125,67414200,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,360.1320211154006,364.1484757329235,355.9564226087111,362.7909240722656,107284100,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,361.69557670551245,367.21938486742886,360.70317010600485,366.7886962890625,72433900,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,365.5153842430116,366.89165036320054,356.4994397180611,357.9505920410156,146670500,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,359.8417660521564,360.99331629817215,354.11201500173956,356.1061706542969,152701600,0.0,0.0,0.0
