Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-14 00:00:00+05:30,144.99000549316406,145.6999969482422,143.4499969482422,144.32000732421875,2254461,0.0,0.0
2020-12-15 00:00:00+05:30,146.0,146.0,143.39999389648438,144.61000061035156,1565759,0.0,0.0
2020-12-16 00:00:00+05:30,159.0,159.0,144.0,145.82000732421875,1258149,0.0,0.0
2020-12-17 00:00:00+05:30,154.8000030517578,154.8000030517578,145.55999755859375,146.55999755859375,1116175,0.0,0.0
2020-12-18 00:00:00+05:30,159.0,159.0,145.39999389648438,146.9600067138672,1745336,0.0,0.0
2020-12-21 00:00:00+05:30,146.94000244140625,146.9600067138672,140.5500030517578,142.5,3192127,0.0,0.0
2020-12-22 00:00:00+05:30,146.39999389648438,146.39999389648438,129.6999969482422,143.82000732421875,2462353,0.0,0.0
2020-12-23 00:00:00+05:30,143.9499969482422,145.30999755859375,143.27999877929688,145.1199951171875,1280315,0.0,0.0
2020-12-24 00:00:00+05:30,154.6999969482422,154.6999969482422,144.4499969482422,146.52000427246094,1837640,0.0,0.0
2020-12-28 00:00:00+05:30,159.0,159.0,146.25,147.77999877929688,1362994,0.0,0.0
2020-12-29 00:00:00+05:30,148.39999389648438,148.9499969482422,148.10000610351562,148.77000427246094,1639088,0.0,0.0
2020-12-30 00:00:00+05:30,149.41000366210938,149.5,148.10000610351562,149.27000427246094,1664595,0.0,0.0
2020-12-31 00:00:00+05:30,148.14999389648438,149.9499969482422,148.14999389648438,149.07000732421875,1513100,0.0,0.0
2021-01-01 00:00:00+05:30,159.67999267578125,159.67999267578125,147.64999389648438,149.57000732421875,767502,0.0,0.0
2021-01-04 00:00:00+05:30,150.58999633789062,150.89999389648438,148.9499969482422,150.7100067138672,1729074,0.0,0.0
2021-01-05 00:00:00+05:30,159.6999969482422,159.6999969482422,149.75,151.3000030517578,2248517,0.0,0.0
2021-01-06 00:00:00+05:30,159.6999969482422,159.6999969482422,145.5800018310547,151.22000122070312,1890161,0.0,0.0
2021-01-07 00:00:00+05:30,155.0,155.0,151.00999450683594,151.1999969482422,1184831,0.0,0.0
2021-01-08 00:00:00+05:30,168.8800048828125,168.8800048828125,151.72999572753906,152.8800048828125,1488219,0.0,0.0
2021-01-11 00:00:00+05:30,158.0,159.6999969482422,153.11000061035156,154.3800048828125,1714620,0.0,0.0
2021-01-12 00:00:00+05:30,154.44000244140625,155.47000122070312,153.89999389648438,155.32000732421875,1645477,0.0,0.0
2021-01-13 00:00:00+05:30,156.14999389648438,156.14999389648438,154.30999755859375,155.60000610351562,1524163,0.0,0.0
2021-01-14 00:00:00+05:30,155.5,155.9199981689453,154.52000427246094,155.75999450683594,1242536,0.0,0.0
2021-01-15 00:00:00+05:30,155.9499969482422,155.9499969482422,153.5,154.11000061035156,2219346,0.0,0.0
2021-01-18 00:00:00+05:30,160.25,164.8000030517578,152.0800018310547,152.55999755859375,2172716,0.0,0.0
2021-01-19 00:00:00+05:30,153.89999389648438,155.60000610351562,153.32000732421875,155.4499969482422,1986752,0.0,0.0
2021-01-20 00:00:00+05:30,155.4199981689453,156.85000610351562,155.1199951171875,156.75,1574034,0.0,0.0
2021-01-21 00:00:00+05:30,169.6999969482422,169.6999969482422,155.33999633789062,156.02000427246094,1966764,0.0,0.0
2021-01-22 00:00:00+05:30,156.97999572753906,156.99000549316406,153.6999969482422,153.91000366210938,2013987,0.0,0.0
2021-01-25 00:00:00+05:30,174.8800048828125,174.8800048828125,152.22000122070312,152.4600067138672,1877148,0.0,0.0
2021-01-27 00:00:00+05:30,157.6999969482422,157.6999969482422,140.1999969482422,149.47999572753906,3099586,0.0,0.0
2021-01-28 00:00:00+05:30,149.0,149.0,147.0,147.99000549316406,3724096,0.0,0.0
2021-01-29 00:00:00+05:30,164.74000549316406,164.74000549316406,145.60000610351562,146.10000610351562,4019948,0.0,0.0
2021-02-01 00:00:00+05:30,150.0,153.0,146.24000549316406,152.52000427246094,5752457,0.0,0.0
2021-02-02 00:00:00+05:30,154.3300018310547,162.0,153.1199951171875,156.10000610351562,5401586,0.0,0.0
2021-02-03 00:00:00+05:30,164.39999389648438,164.39999389648438,155.2100067138672,157.66000366210938,3184291,0.0,0.0
2021-02-04 00:00:00+05:30,174.6999969482422,174.6999969482422,156.50999450683594,158.69000244140625,2597296,0.0,0.0
2021-02-05 00:00:00+05:30,159.27000427246094,159.99000549316406,158.47999572753906,159.0500030517578,2162707,0.0,0.0
2021-02-08 00:00:00+05:30,179.6999969482422,179.6999969482422,159.35000610351562,161.02999877929688,3414992,0.0,0.0
2021-02-09 00:00:00+05:30,161.6699981689453,162.6999969482422,160.75999450683594,161.22999572753906,2186027,0.0,0.0
2021-02-10 00:00:00+05:30,161.8300018310547,161.9199981689453,160.14999389648438,161.4600067138672,2086456,0.0,0.0
2021-02-11 00:00:00+05:30,161.1699981689453,162.63999938964844,160.94000244140625,162.05999755859375,1130555,0.0,0.0
2021-02-12 00:00:00+05:30,162.35000610351562,162.6999969482422,161.3000030517578,162.1699981689453,1471633,0.0,0.0
2021-02-15 00:00:00+05:30,163.1699981689453,165.0,159.75,163.92999267578125,1390282,0.0,0.0
2021-02-16 00:00:00+05:30,169.8800048828125,169.8800048828125,162.7100067138672,163.5399932861328,2808707,0.0,0.0
2021-02-17 00:00:00+05:30,164.97999572753906,164.97999572753906,162.00999450683594,162.58999633789062,1633793,0.0,0.0
2021-02-18 00:00:00+05:30,172.58999633789062,172.58999633789062,161.57000732421875,161.88999938964844,1466832,0.0,0.0
2021-02-19 00:00:00+05:30,161.57000732421875,164.19000244140625,159.5500030517578,160.4199981689453,1924382,0.0,0.0
2021-02-22 00:00:00+05:30,160.75,162.19000244140625,156.7100067138672,157.17999267578125,4266735,0.0,0.0
2021-02-23 00:00:00+05:30,158.69000244140625,164.60000610351562,157.10000610351562,157.58999633789062,3376578,0.0,0.0
2021-02-24 00:00:00+05:30,157.58999633789062,163.85000610351562,157.10000610351562,160.14999389648438,1694856,0.0,0.0
2021-02-25 00:00:00+05:30,161.4600067138672,162.38999938964844,160.82000732421875,161.8699951171875,2078898,0.0,0.0
2021-02-26 00:00:00+05:30,157.0,163.6199951171875,154.5500030517578,156.14999389648438,6394687,0.0,0.0
2021-03-01 00:00:00+05:30,161.99000549316406,161.99000549316406,156.8000030517578,158.00999450683594,2262115,0.0,0.0
2021-03-02 00:00:00+05:30,159.41000366210938,159.99000549316406,158.00999450683594,159.57000732421875,1674905,0.0,0.0
2021-03-03 00:00:00+05:30,161.13999938964844,163.30999755859375,160.38999938964844,162.97999572753906,2774589,0.0,0.0
2021-03-04 00:00:00+05:30,165.0,165.0,160.0,161.1999969482422,1760533,0.0,0.0
2021-03-05 00:00:00+05:30,160.3300018310547,161.17999267578125,158.3000030517578,159.66000366210938,2004187,0.0,0.0
2021-03-08 00:00:00+05:30,163.63999938964844,183.60000610351562,159.66000366210938,160.0399932861328,1419094,0.0,0.0
2021-03-09 00:00:00+05:30,161.17999267578125,161.8000030517578,159.85000610351562,161.47000122070312,1483026,0.0,0.0
2021-03-10 00:00:00+05:30,164.94000244140625,164.94000244140625,161.55999755859375,162.16000366210938,1026447,0.0,0.0
2021-03-12 00:00:00+05:30,163.99000549316406,163.99000549316406,159.88999938964844,160.6300048828125,2695163,0.0,0.0
2021-03-15 00:00:00+05:30,161.0,161.00999450683594,158.10000610351562,159.9600067138672,2726411,0.0,0.0
2021-03-16 00:00:00+05:30,163.19000244140625,164.60000610351562,159.0,159.7899932861328,1194883,0.0,0.0
2021-03-17 00:00:00+05:30,183.47999572753906,183.47999572753906,157.52000427246094,157.8800048828125,2020012,0.0,0.0
2021-03-18 00:00:00+05:30,159.49000549316406,159.49000549316406,155.30999755859375,156.1199951171875,2566012,0.0,0.0
2021-03-19 00:00:00+05:30,158.58999633789062,158.58999633789062,153.86000061035156,157.8699951171875,2989141,0.0,0.0
2021-03-22 00:00:00+05:30,178.8800048828125,178.8800048828125,137.3000030517578,157.3300018310547,2249076,0.0,0.0
2021-03-23 00:00:00+05:30,178.47999572753906,178.47999572753906,157.16000366210938,158.35000610351562,2196154,0.0,0.0
2021-03-24 00:00:00+05:30,174.8800048828125,174.8800048828125,155.91000366210938,156.08999633789062,2880134,0.0,0.0
2021-03-25 00:00:00+05:30,156.52999877929688,156.5500030517578,153.25,153.86000061035156,4619262,0.0,0.0
2021-03-26 00:00:00+05:30,183.47999572753906,183.47999572753906,154.11000061035156,155.2100067138672,3133917,0.0,0.0
2021-03-30 00:00:00+05:30,179.8800048828125,179.8800048828125,153.80999755859375,158.4199981689453,3007505,0.0,0.0
2021-03-31 00:00:00+05:30,177.47999572753906,177.47999572753906,156.8000030517578,157.16000366210938,1770531,0.0,0.0
2021-04-01 00:00:00+05:30,137.0500030517578,177.0,137.0500030517578,158.6999969482422,1753952,0.0,0.0
2021-04-05 00:00:00+05:30,156.00999450683594,174.0,155.00999450683594,156.9600067138672,3825031,0.0,0.0
2021-04-06 00:00:00+05:30,152.3000030517578,159.97999572753906,152.10000610351562,157.38999938964844,1679649,0.0,0.0
2021-04-07 00:00:00+05:30,159.39999389648438,159.39999389648438,155.61000061035156,158.82000732421875,1490166,0.0,0.0
2021-04-08 00:00:00+05:30,159.8000030517578,160.0,154.10000610351562,158.8699951171875,1387673,0.0,0.0
2021-04-09 00:00:00+05:30,159.60000610351562,159.60000610351562,158.10000610351562,158.77999877929688,919771,0.0,0.0
2021-04-12 00:00:00+05:30,179.8800048828125,179.8800048828125,150.10000610351562,154.0800018310547,6958023,0.0,0.0
2021-04-13 00:00:00+05:30,174.8800048828125,174.8800048828125,153.4499969482422,155.5,2306251,0.0,0.0
2021-04-15 00:00:00+05:30,174.8800048828125,174.8800048828125,152.41000366210938,155.92999267578125,1757440,0.0,0.0
2021-04-16 00:00:00+05:30,154.9499969482422,157.17999267578125,154.4499969482422,156.4199981689453,1128520,0.0,0.0
2021-04-19 00:00:00+05:30,156.17999267578125,156.22999572753906,151.77000427246094,154.08999633789062,2725967,0.0,0.0
2021-04-20 00:00:00+05:30,132.0,156.49000549316406,132.0,153.2899932861328,2219957,0.0,0.0
2021-04-22 00:00:00+05:30,169.8300018310547,169.8300018310547,151.9199981689453,154.27000427246094,1575936,0.0,0.0
2021-04-23 00:00:00+05:30,161.0,161.0,151.25,153.86000061035156,1497148,0.0,0.0
2021-04-26 00:00:00+05:30,158.39999389648438,158.39999389648438,153.91000366210938,155.1699981689453,1445359,0.0,0.0
2021-04-27 00:00:00+05:30,163.0,163.0,152.35000610351562,156.8300018310547,1034413,0.0,0.0
2021-04-28 00:00:00+05:30,158.63999938964844,159.08999633789062,155.36000061035156,158.89999389648438,1587740,0.0,0.0
